model,dataset,fit_time-1:10,fit_time-2:10,fit_time-3:10,fit_time-4:10,fit_time-5:10,fit_time-6:10,fit_time-7:10,fit_time-8:10,fit_time-9:10,fit_time-10:10,score_time-1:10,score_time-2:10,score_time-3:10,score_time-4:10,score_time-5:10,score_time-6:10,score_time-7:10,score_time-8:10,score_time-9:10,score_time-10:10,test_accuracy-1:10,test_accuracy-2:10,test_accuracy-3:10,test_accuracy-4:10,test_accuracy-5:10,test_accuracy-6:10,test_accuracy-7:10,test_accuracy-8:10,test_accuracy-9:10,test_accuracy-10:10,train_accuracy-1:10,train_accuracy-2:10,train_accuracy-3:10,train_accuracy-4:10,train_accuracy-5:10,train_accuracy-6:10,train_accuracy-7:10,train_accuracy-8:10,train_accuracy-9:10,train_accuracy-10:10,test_hamming_loss-1:10,test_hamming_loss-2:10,test_hamming_loss-3:10,test_hamming_loss-4:10,test_hamming_loss-5:10,test_hamming_loss-6:10,test_hamming_loss-7:10,test_hamming_loss-8:10,test_hamming_loss-9:10,test_hamming_loss-10:10,train_hamming_loss-1:10,train_hamming_loss-2:10,train_hamming_loss-3:10,train_hamming_loss-4:10,train_hamming_loss-5:10,train_hamming_loss-6:10,train_hamming_loss-7:10,train_hamming_loss-8:10,train_hamming_loss-9:10,train_hamming_loss-10:10,test_f1-1:10,test_f1-2:10,test_f1-3:10,test_f1-4:10,test_f1-5:10,test_f1-6:10,test_f1-7:10,test_f1-8:10,test_f1-9:10,test_f1-10:10,train_f1-1:10,train_f1-2:10,train_f1-3:10,train_f1-4:10,train_f1-5:10,train_f1-6:10,train_f1-7:10,train_f1-8:10,train_f1-9:10,train_f1-10:10
classifier_chain_with_lop-num_generations=25,./data/ariane.arff,0.760847806930542,0.7588505744934082,0.6460075378417969,0.6696913242340088,0.687694787979126,0.6766979694366455,0.678718090057373,0.6946971416473389,0.6786952018737793,0.6530025005340576,0.0049991607666015625,0.0039975643157958984,0.007998228073120117,0.007009267807006836,0.006003618240356445,0.00699925422668457,0.0039789676666259766,0.005997657775878906,0.0060002803802490234,0.005001544952392578,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.0,0.5416666666666666,0.5833333333333334,0.5833333333333334,0.5416666666666666,0.6666666666666666,0.625,0.625,0.6,0.56,0.68,-0.0,-0.06666666666666667,-0.06666666666666667,-0.0,-0.3333333333333333,-0.3333333333333333,-0.26666666666666666,-0.1,-0.0,-0.2,-0.15833333333333333,-0.15,-0.14166666666666666,-0.15833333333333333,-0.10833333333333334,-0.10833333333333334,-0.125,-0.144,-0.152,-0.128,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.12500000000000003,0.13333333333333336,0.10909090909090909,0.1142857142857143,0.13333333333333333,0.10909090909090909,0.14285714285714285,0.13333333333333333,0.12500000000000003,0.14285714285714285
classifier_chain_with_lop-num_generations=50,./data/ariane.arff,1.1212873458862305,1.2471654415130615,1.167165756225586,1.2371642589569092,1.0887784957885742,1.1591639518737793,1.2121665477752686,1.1501660346984863,1.1861646175384521,1.1811635494232178,0.006000995635986328,0.0029964447021484375,0.00800180435180664,0.005993843078613281,0.0059986114501953125,0.005999565124511719,0.003997325897216797,0.005997419357299805,0.004998207092285156,0.006999492645263672,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.0,0.5416666666666666,0.5833333333333334,0.5833333333333334,0.5416666666666666,0.6666666666666666,0.625,0.625,0.6,0.56,0.68,-0.0,-0.06666666666666667,-0.06666666666666667,-0.0,-0.3333333333333333,-0.3333333333333333,-0.26666666666666666,-0.1,-0.0,-0.2,-0.15833333333333333,-0.15,-0.14166666666666666,-0.15833333333333333,-0.10833333333333334,-0.10833333333333334,-0.125,-0.144,-0.152,-0.128,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.12500000000000003,0.13333333333333336,0.10909090909090909,0.1142857142857143,0.13333333333333333,0.10909090909090909,0.14285714285714285,0.13333333333333333,0.12500000000000003,0.14285714285714285
partial_classifier_chain_with_lop-num_generations=50-threshold=0.01,./data/ariane.arff,1.1837849617004395,1.1827831268310547,1.1467812061309814,1.1817817687988281,1.1517901420593262,1.1107847690582275,1.1107850074768066,1.163785696029663,1.0947799682617188,1.12778639793396,0.007996082305908203,0.008997917175292969,0.008004188537597656,0.007997751235961914,0.008990287780761719,0.008997201919555664,0.00899958610534668,0.008998870849609375,0.00500178337097168,0.007996559143066406,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.0,0.5416666666666666,0.5833333333333334,0.5833333333333334,0.5416666666666666,0.6666666666666666,0.625,0.625,0.6,0.56,0.68,-0.0,-0.06666666666666667,-0.06666666666666667,-0.0,-0.3333333333333333,-0.3333333333333333,-0.26666666666666666,-0.1,-0.0,-0.2,-0.15833333333333333,-0.15,-0.14166666666666666,-0.15833333333333333,-0.10833333333333334,-0.10833333333333334,-0.125,-0.144,-0.152,-0.128,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.12500000000000003,0.13333333333333336,0.10909090909090909,0.1142857142857143,0.13333333333333333,0.10909090909090909,0.14285714285714285,0.13333333333333333,0.12500000000000003,0.14285714285714285
partial_classifier_chain_with_lop-num_generations=25-threshold=0.01,./data/ariane.arff,0.6683080196380615,0.7443077564239502,0.6373071670532227,0.6773042678833008,0.7153024673461914,0.6543006896972656,0.7113039493560791,0.647301435470581,0.6169464588165283,0.6743056774139404,0.005999565124511719,0.004999399185180664,0.007996320724487305,0.0060002803802490234,0.006000518798828125,0.009004592895507812,0.007997989654541016,0.008002519607543945,0.004997730255126953,0.0069980621337890625,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.0,0.5416666666666666,0.5833333333333334,0.5833333333333334,0.5416666666666666,0.6666666666666666,0.625,0.625,0.6,0.56,0.68,-0.0,-0.06666666666666667,-0.06666666666666667,-0.0,-0.3333333333333333,-0.3333333333333333,-0.26666666666666666,-0.1,-0.0,-0.2,-0.15833333333333333,-0.15,-0.14166666666666666,-0.15833333333333333,-0.10833333333333334,-0.10833333333333334,-0.125,-0.144,-0.152,-0.128,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.12500000000000003,0.13333333333333336,0.10909090909090909,0.1142857142857143,0.13333333333333333,0.10909090909090909,0.14285714285714285,0.13333333333333333,0.12500000000000003,0.14285714285714285
partial_classifier_chain_with_lop-num_generations=10-threshold=0.01,./data/ariane.arff,0.29142141342163086,0.3824188709259033,0.37142086029052734,0.38141775131225586,0.40741991996765137,0.359419584274292,0.3624229431152344,0.319413423538208,0.3104219436645508,0.3444099426269531,0.005995988845825195,0.006997346878051758,0.009996891021728516,0.009001970291137695,0.007996797561645508,0.009998083114624023,0.006995201110839844,0.009005308151245117,0.010994911193847656,0.007002830505371094,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.0,0.5416666666666666,0.5833333333333334,0.5833333333333334,0.5416666666666666,0.6666666666666666,0.625,0.625,0.6,0.56,0.68,-0.0,-0.06666666666666667,-0.06666666666666667,-0.0,-0.3333333333333333,-0.3333333333333333,-0.26666666666666666,-0.1,-0.0,-0.2,-0.15833333333333333,-0.15,-0.14166666666666666,-0.15833333333333333,-0.10833333333333334,-0.10833333333333334,-0.125,-0.144,-0.152,-0.128,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.12500000000000003,0.13333333333333336,0.10909090909090909,0.1142857142857143,0.13333333333333333,0.10909090909090909,0.14285714285714285,0.13333333333333333,0.12500000000000003,0.14285714285714285
partial_classifier_chain_with_lop-num_generations=10-threshold=0.001,./data/ariane.arff,0.36864542961120605,0.3096461296081543,0.34964680671691895,0.3146474361419678,0.3586432933807373,0.3506467342376709,0.31064558029174805,0.35164594650268555,0.33864521980285645,0.36464691162109375,0.004997968673706055,0.0049974918365478516,0.006997823715209961,0.007997274398803711,0.0060040950775146484,0.00899505615234375,0.0050051212310791016,0.007997274398803711,0.005999326705932617,0.0049970149993896484,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.0,0.5416666666666666,0.5833333333333334,0.5833333333333334,0.5416666666666666,0.6666666666666666,0.625,0.625,0.6,0.56,0.68,-0.0,-0.06666666666666667,-0.06666666666666667,-0.0,-0.3333333333333333,-0.3333333333333333,-0.26666666666666666,-0.1,-0.0,-0.2,-0.15833333333333333,-0.15,-0.14166666666666666,-0.15833333333333333,-0.10833333333333334,-0.10833333333333334,-0.125,-0.144,-0.152,-0.128,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.12500000000000003,0.13333333333333336,0.10909090909090909,0.1142857142857143,0.13333333333333333,0.10909090909090909,0.14285714285714285,0.13333333333333333,0.12500000000000003,0.14285714285714285
partial_classifier_chain_with_lop-num_generations=10-threshold=0.025,./data/ariane.arff,0.30747008323669434,0.3964521884918213,0.351238489151001,0.37833070755004883,0.3362386226654053,0.3605918884277344,0.36929869651794434,0.38057971000671387,0.3720438480377197,0.33742690086364746,0.009151220321655273,0.0074803829193115234,0.007582187652587891,0.0085296630859375,0.007990598678588867,0.008637189865112305,0.007494211196899414,0.0069713592529296875,0.006977081298828125,0.010319232940673828,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.0,0.5416666666666666,0.5833333333333334,0.5833333333333334,0.5416666666666666,0.6666666666666666,0.625,0.625,0.6,0.56,0.68,-0.0,-0.06666666666666667,-0.06666666666666667,-0.0,-0.3333333333333333,-0.3333333333333333,-0.26666666666666666,-0.1,-0.0,-0.2,-0.15833333333333333,-0.15,-0.14166666666666666,-0.15833333333333333,-0.10833333333333334,-0.10833333333333334,-0.125,-0.144,-0.152,-0.128,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.12500000000000003,0.13333333333333336,0.10909090909090909,0.1142857142857143,0.13333333333333333,0.10909090909090909,0.14285714285714285,0.13333333333333333,0.12500000000000003,0.14285714285714285
partial_classifier_chain_with_lop-num_generations=10-threshold=0.05,./data/ariane.arff,0.34628987312316895,0.39028477668762207,0.3312866687774658,0.38028693199157715,0.3452873229980469,0.33528614044189453,0.3292849063873291,0.3572845458984375,0.368288516998291,0.3197627067565918,0.009994745254516602,0.010001897811889648,0.0060045719146728516,0.008999347686767578,0.010998249053955078,0.008996725082397461,0.007004737854003906,0.00999760627746582,0.010991096496582031,0.007520914077758789,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.0,0.5416666666666666,0.5833333333333334,0.5833333333333334,0.5416666666666666,0.6666666666666666,0.625,0.625,0.6,0.56,0.68,-0.0,-0.06666666666666667,-0.06666666666666667,-0.0,-0.3333333333333333,-0.3333333333333333,-0.26666666666666666,-0.1,-0.0,-0.2,-0.15833333333333333,-0.15,-0.14166666666666666,-0.15833333333333333,-0.10833333333333334,-0.10833333333333334,-0.125,-0.144,-0.152,-0.128,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.12500000000000003,0.13333333333333336,0.10909090909090909,0.1142857142857143,0.13333333333333333,0.10909090909090909,0.14285714285714285,0.13333333333333333,0.12500000000000003,0.14285714285714285
partial_classifier_chain_with_lop-num_generations=10-threshold=0.1,./data/ariane.arff,0.3472006320953369,0.35120558738708496,0.3321952819824219,0.3921964168548584,0.35820531845092773,0.35920095443725586,0.33219456672668457,0.3511998653411865,0.35919690132141113,0.3522005081176758,0.006001949310302734,0.008000373840332031,0.004001140594482422,0.006000995635986328,0.008992433547973633,0.0069942474365234375,0.005001068115234375,0.008998632431030273,0.006999015808105469,0.009994983673095703,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.0,0.5416666666666666,0.5833333333333334,0.5833333333333334,0.5416666666666666,0.6666666666666666,0.625,0.625,0.6,0.56,0.68,-0.0,-0.06666666666666667,-0.06666666666666667,-0.0,-0.3333333333333333,-0.3333333333333333,-0.26666666666666666,-0.1,-0.0,-0.2,-0.15833333333333333,-0.15,-0.14166666666666666,-0.15833333333333333,-0.10833333333333334,-0.10833333333333334,-0.125,-0.144,-0.152,-0.128,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.12500000000000003,0.13333333333333336,0.10909090909090909,0.1142857142857143,0.13333333333333333,0.10909090909090909,0.14285714285714285,0.13333333333333333,0.12500000000000003,0.14285714285714285
classifier_chain_with_genetic_algorithm-num_generations=5,./data/ariane.arff,0.26904821395874023,0.25804924964904785,0.25605106353759766,0.26505327224731445,0.22405147552490234,0.22105193138122559,0.25804829597473145,0.24104809761047363,0.2590498924255371,0.23804593086242676,0.005300045013427734,0.006003856658935547,0.006000995635986328,0.004997968673706055,0.006997346878051758,0.0059986114501953125,0.006999015808105469,0.004998683929443359,0.005997419357299805,0.005001068115234375,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.5416666666666666,0.5833333333333334,0.5833333333333334,0.5416666666666666,0.625,0.625,0.625,0.56,0.56,0.64,-0.0,-0.06666666666666667,-0.06666666666666667,-0.0,-0.3333333333333333,-0.3333333333333333,-0.26666666666666666,-0.0,-0.0,-0.2,-0.15833333333333333,-0.15,-0.13333333333333333,-0.15,-0.10833333333333334,-0.10833333333333334,-0.125,-0.152,-0.152,-0.144,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.11428571428571428,0.12307692307692306,0.06666666666666668,0.10909090909090909,0.2,0.10909090909090909,0.13333333333333333,0.11428571428571428,0.12500000000000003,0.13333333333333336
