model,dataset,fit_time-1:10,fit_time-2:10,fit_time-3:10,fit_time-4:10,fit_time-5:10,fit_time-6:10,fit_time-7:10,fit_time-8:10,fit_time-9:10,fit_time-10:10,score_time-1:10,score_time-2:10,score_time-3:10,score_time-4:10,score_time-5:10,score_time-6:10,score_time-7:10,score_time-8:10,score_time-9:10,score_time-10:10,test_accuracy-1:10,test_accuracy-2:10,test_accuracy-3:10,test_accuracy-4:10,test_accuracy-5:10,test_accuracy-6:10,test_accuracy-7:10,test_accuracy-8:10,test_accuracy-9:10,test_accuracy-10:10,train_accuracy-1:10,train_accuracy-2:10,train_accuracy-3:10,train_accuracy-4:10,train_accuracy-5:10,train_accuracy-6:10,train_accuracy-7:10,train_accuracy-8:10,train_accuracy-9:10,train_accuracy-10:10,test_hamming_loss-1:10,test_hamming_loss-2:10,test_hamming_loss-3:10,test_hamming_loss-4:10,test_hamming_loss-5:10,test_hamming_loss-6:10,test_hamming_loss-7:10,test_hamming_loss-8:10,test_hamming_loss-9:10,test_hamming_loss-10:10,train_hamming_loss-1:10,train_hamming_loss-2:10,train_hamming_loss-3:10,train_hamming_loss-4:10,train_hamming_loss-5:10,train_hamming_loss-6:10,train_hamming_loss-7:10,train_hamming_loss-8:10,train_hamming_loss-9:10,train_hamming_loss-10:10,test_f1-1:10,test_f1-2:10,test_f1-3:10,test_f1-4:10,test_f1-5:10,test_f1-6:10,test_f1-7:10,test_f1-8:10,test_f1-9:10,test_f1-10:10,train_f1-1:10,train_f1-2:10,train_f1-3:10,train_f1-4:10,train_f1-5:10,train_f1-6:10,train_f1-7:10,train_f1-8:10,train_f1-9:10,train_f1-10:10
binary_relevance,birds,0.0203742980957031,0.0299985408782959,0.0231006145477294,0.0299980640411376,0.0289962291717529,0.0259976387023925,0.0269975662231445,0.0269989967346191,0.0289983749389648,0.0219900608062744,0.2506802082061767,0.2046804428100586,0.2096772193908691,0.2146813869476318,0.2267501354217529,0.2136783599853515,0.2056758403778076,0.2217512130737304,0.2357528209686279,0.2137508392333984,0.5230769230769231,0.4615384615384615,0.4615384615384615,0.4307692307692308,0.5846153846153846,0.625,0.53125,0.515625,0.515625,0.46875,0.5862068965517241,0.603448275862069,0.6,0.5844827586206897,0.5879310344827586,0.5697074010327022,0.5851979345955249,0.5903614457831325,0.5920826161790017,0.5955249569707401,-0.0453441295546558,-0.0534412955465587,-0.0550607287449392,-0.0493927125506072,-0.0364372469635627,-0.0361842105263157,-0.0411184210526315,-0.0402960526315789,-0.0460526315789473,-0.0559210526315789,-0.0335753176043557,-0.0306715063520871,-0.0326678765880217,-0.0339382940108892,-0.0324863883847549,-0.0337892925083793,-0.0337892925083793,-0.0325210616903705,-0.0328834133526587,-0.0321587100280822,0.2433071314650262,0.3721335767775395,0.2018929900508848,0.2911576326437008,0.4379072681704261,0.2164578111946532,0.2056980687011646,0.2855804670046156,0.3184625650814341,0.2857125330809541,0.4993759091661556,0.5190577411819625,0.5181402426186894,0.5030517809854562,0.4944794254660893,0.5119288617002604,0.501601489379822,0.5189082467687748,0.4966347301847478,0.5135284762345793
binary_relevance,emotions,0.0045015811920166,0.005002737045288,0.0040006637573242,0.0035014152526855,0.0040013790130615,0.0040006637573242,0.0067934989929199,0.0067851543426513,0.0063586235046386,0.0050091743469238,0.0313310623168945,0.0389971733093261,0.0329985618591308,0.0333306789398193,0.0279984474182128,0.0339958667755126,0.0435540676116943,0.0364887714385986,0.0364882946014404,0.0435607433319091,0.2833333333333333,0.3666666666666666,0.3166666666666666,0.3050847457627119,0.3050847457627119,0.288135593220339,0.1864406779661017,0.288135593220339,0.3050847457627119,0.288135593220339,0.4596622889305816,0.4352720450281426,0.4296435272045028,0.4176029962546816,0.4400749063670412,0.4400749063670412,0.4307116104868914,0.4363295880149813,0.4382022471910112,0.4550561797752809,-0.2138888888888888,-0.1972222222222222,-0.2138888888888888,-0.2175141242937853,-0.2033898305084746,-0.2146892655367231,-0.2598870056497175,-0.2090395480225988,-0.1807909604519774,-0.2259887005649717,-0.1382113821138211,-0.1466541588492808,-0.1475922451532207,-0.148876404494382,-0.147003745318352,-0.149812734082397,-0.1495006242197253,-0.1454431960049937,-0.1482521847690387,-0.1454431960049937,0.605163306017196,0.6092890296215104,0.5526577890708325,0.5955026455026454,0.6582568247183308,0.6038391871725205,0.5940954153295351,0.6349919360848323,0.6828674705956653,0.6488371976801426,0.7546216693367254,0.7469230197702137,0.7421442065515008,0.7407933351246321,0.7402328751013602,0.7354498060139544,0.7295663218543421,0.7414981896709092,0.7394332611721057,0.7388858586132523
binary_relevance,scene,0.0547854900360107,0.0577797889709472,0.0587811470031738,0.0587811470031738,0.0547854900360107,0.0587813854217529,0.0517799854278564,0.0547804832458496,0.0577797889709472,0.0597879886627197,3.890955686569214,3.747291803359986,3.5312886238098145,3.769287586212158,3.901956558227539,3.8662898540496826,3.6902883052825928,3.9039626121521,3.903966188430786,3.8769590854644775,0.2904564315352697,0.6639004149377593,0.6970954356846473,0.4232365145228215,0.5477178423236515,0.3692946058091286,0.5684647302904564,0.7208333333333333,0.45,0.6291666666666667,0.7465373961218836,0.7313019390581718,0.7326869806094183,0.7368421052631579,0.7460757156048015,0.7414589104339797,0.7257617728531855,0.7221965851407476,0.7392708814028611,0.7443470235348408,-0.2102351313969571,-0.0954356846473029,-0.0691562932226832,-0.1556016597510373,-0.1182572614107883,-0.1687413554633471,-0.1203319502074688,-0.0611111111111111,-0.1458333333333333,-0.1055555555555555,-0.0636349646044937,-0.0654816866728224,-0.0665589412126808,-0.0648661126500461,-0.0609418282548476,-0.0647122191443521,-0.0684056632810095,-0.0694508537148131,-0.065989847715736,-0.0613751730502999,0.2203739822787442,0.330649578267061,0.3155409748002341,0.22002442002442,0.2204036954332501,0.3034455538487797,0.2888045438014098,0.3273201362281822,0.2260671228413164,0.2933112377625248,0.8021234622368874,0.8114454262859091,0.8147622189002005,0.7942878544003561,0.8111865875016934,0.7952138291278493,0.7949992481935308,0.8025299422763409,0.797087560538031,0.8123351278649446
binary_relevance,yeast,0.0536279678344726,0.0496284961700439,0.0536279678344726,0.0476243495941162,0.0526278018951416,0.0486223697662353,0.0536277294158935,0.0534336566925048,0.0534334182739257,0.051265001296997,1.4887893199920654,1.489790916442871,1.4957871437072754,1.4857914447784424,1.443786859512329,1.4357848167419434,1.439788579940796,1.3593790531158447,1.4895224571228027,1.4035263061523438,0.2190082644628099,0.2438016528925619,0.1776859504132231,0.2107438016528925,0.2148760330578512,0.2107438016528925,0.2066115702479339,0.2365145228215767,0.2033195020746888,0.2033195020746888,0.3172413793103448,0.3098850574712644,0.3066666666666666,0.3098850574712644,0.3062068965517241,0.3140229885057471,0.3167816091954023,0.3180147058823529,0.3193933823529412,0.3258272058823529,-0.2154663518299882,-0.1951003541912633,-0.2125147579693034,-0.1945100354191263,-0.1971664698937426,-0.2063164108618654,-0.2166469893742621,-0.2128037937166567,-0.2131001778304682,-0.1947243627741553,-0.1452216748768472,-0.1475205254515599,-0.147192118226601,-0.148735632183908,-0.1467980295566502,-0.1470935960591133,-0.1444006568144499,-0.1450236344537815,-0.1453190651260504,-0.1463694852941176,0.4293589001727593,0.4477343181859864,0.4053955684499932,0.452024927417942,0.4352903356166314,0.4443876408122484,0.4170929344757711,0.4088446031164393,0.3965636944861821,0.4160887049739971,0.5548439412408167,0.5497283701011199,0.5457922768282452,0.5499130358231018,0.5492585186353403,0.5524935741747589,0.5551954502215546,0.5552416457431598,0.5515232289228671,0.5516217399921023
binary_relevance,enron,0.160093069076538,0.151097297668457,0.1580932140350341,0.1690912246704101,0.1630890369415283,0.1650977134704589,0.1610918045043945,0.1490974426269531,0.1681396961212158,0.1460862159729004,0.9670209884643556,1.1787230968475342,1.1957204341888428,1.1707267761230469,1.2591617107391355,1.2501530647277832,1.1877248287200928,1.1227216720581057,1.1396784782409668,1.125727653503418,0.0467836257309941,0.023391812865497,0.0117647058823529,0.0294117647058823,0.0294117647058823,0.0470588235294117,0.0764705882352941,0.0411764705882352,0.0647058823529411,0.0117647058823529,0.0992815153494448,0.1587197909862834,0.1612271540469974,0.1494778067885117,0.1494778067885117,0.1468668407310705,0.1494778067885117,0.1507832898172323,0.1468668407310705,0.1488250652741514,-0.0386185589760565,-0.0712788259958071,-0.0706992230854606,-0.0670366259711431,-0.0647058823529411,-0.0620421753607103,-0.0637069922308546,-0.0710321864594894,-0.0594894561598224,-0.0723640399556048,-0.0480139999753521,-0.0445756257471377,-0.0441524213015419,-0.0449406374698261,-0.0446696881619784,-0.0453716931868564,-0.0451500073895265,-0.0461352775998817,-0.0455810631065569,-0.0447805310606433,0.0511514111561615,0.047889453086814,0.0459739095394222,0.0825797660284127,0.083731380060996,0.0620878241078446,0.0840416656997299,0.0466073518187188,0.1028133853069862,0.0445477234761179,0.1959660657865798,0.1771374952665255,0.1894801134837516,0.1825031147051152,0.1945001498029233,0.1958832015582668,0.1818292119078826,0.1748892448457021,0.1840672930330476,0.1843100232425596
binary_relevance,genbase,0.2316899299621582,0.2236957550048828,0.2177000045776367,0.2296922206878662,0.2236957550048828,0.2416908740997314,0.2286992073059082,0.2236957550048828,0.2316899299621582,0.2236976623535156,4.967457294464111,4.9510533809661865,4.89549732208252,4.928170680999756,4.761734247207642,4.979877710342407,4.957207202911377,4.881983518600464,4.971700668334961,4.812734365463257,0.9552238805970148,1.0,0.9090909090909092,0.9242424242424242,0.9696969696969696,0.9545454545454546,0.9393939393939394,0.9848484848484848,0.9090909090909092,0.8787878787878788,0.9714285714285714,0.9714285714285714,0.971476510067114,0.971476510067114,0.9731543624161074,0.9681208053691276,0.971476510067114,0.9697986577181208,0.9731543624161074,0.9664429530201344,-0.0027639579878385,-0.0,-0.005050505050505,-0.0033670033670033,-0.0011223344556677,-0.0016835016835016,-0.0028058361391694,-0.0005611672278338,-0.0044893378226711,-0.0056116722783389,-0.001244942421413,-0.0013071895424836,-0.0013049962714392,-0.0014292816306239,-0.0012428535918468,-0.0014292816306239,-0.0012428535918468,-0.0013671389510315,-0.0011807109122545,-0.0014914243102162,0.6054580896686159,0.2222222222222222,0.5067901234567901,0.5858201058201058,0.5802469135802469,0.5185185185185185,0.6172839506172839,0.5185185185185185,0.5329805996472663,0.5198428731762065,0.780626369154845,0.7958255268679928,0.7588244834589062,0.7765933189438811,0.7980532468412752,0.7570871108613518,0.756926120046701,0.7939841491892068,0.7608355725798316,0.7196164493592984
binary_relevance,medical,0.0228750705718994,0.027876853942871,0.0227265357971191,0.0227265357971191,0.0217146873474121,0.0167112350463867,0.0197217464447021,0.0217146873474121,0.0227155685424804,0.0217189788818359,0.2760660648345947,0.328054666519165,0.2800664901733398,0.2570643424987793,0.2580649852752685,0.3200695514678955,0.2840614318847656,0.2830665111541748,0.2260618209838867,0.2590634822845459,0.5816326530612245,0.5204081632653061,0.5102040816326531,0.3673469387755102,0.4387755102040816,0.3979591836734694,0.5204081632653061,0.4591836734693877,0.5670103092783505,0.5876288659793815,0.6,0.6034090909090909,0.5954545454545455,0.6113636363636363,0.6034090909090909,0.6261363636363636,0.6068181818181818,0.6045454545454545,0.6095346197502838,0.6106696935300795,-0.0129251700680272,-0.0142857142857142,-0.0145124716553287,-0.0197278911564625,-0.019501133786848,-0.0210884353741496,-0.0158730158730158,-0.0176870748299319,-0.0130584192439862,-0.013516609392898,-0.012020202020202,-0.0118434343434343,-0.0119696969696969,-0.0117171717171717,-0.0118434343434343,-0.0111616161616161,-0.0119191919191919,-0.0117424242424242,-0.0115020809685962,-0.011577752553916,0.1852865303114059,0.1586174319507652,0.189779618652858,0.1395924165458345,0.1513446890930702,0.1691013656231047,0.1689432591873476,0.2001385699424915,0.1671834303160189,0.2232334624439887,0.26901348617256,0.2694896225701647,0.2687466569853042,0.2662465125486857,0.25484894448966,0.2589080789161533,0.2664077379551512,0.2625963277791991,0.2782817514429481,0.2813238332606839
binary_relevance,tmc2007_500,0.1711933612823486,0.175201416015625,0.1843953132629394,0.1921815872192382,0.1865568161010742,0.1778440475463867,0.1791169643402099,0.1831617355346679,0.1837828159332275,0.1775808334350586,126.10950469970705,115.70472240447998,115.73259377479552,117.59513974189758,118.9807469844818,119.2939305305481,118.15266036987305,117.2527813911438,116.04097843170166,121.91062307357788,0.3143356643356643,0.3248251748251748,0.2692307692307692,0.2048951048951049,0.2209790209790209,0.2188811188811188,0.2318992654774396,0.2273522210563134,0.3200419727177335,0.3308849247988807,0.3852191482747902,0.3899984457569164,0.3980416537146409,0.4089990674541498,0.4062014299036369,0.4018495492695057,0.4041263550530364,0.4009014259626219,0.3868360725803318,0.3868749271476862,-0.0556579783852511,-0.0553560076287349,-0.0630165289256198,-0.0764303877940241,-0.0722186904005085,-0.0732994278448823,-0.0729752933320614,-0.0695411618811409,-0.055756939807307,-0.054198861649019,-0.0483634526803628,-0.0483087009353717,-0.0471695114024924,-0.0458307429281939,-0.0461327606183061,-0.0462457964789329,-0.0459419936631732,-0.0468126891952512,-0.0485028628751673,-0.0484039603400834,0.5031370899324586,0.5090194393646388,0.4295084716152741,0.35310221692682,0.3621080990903749,0.3655935801896243,0.3509219163400343,0.403262244796388,0.5087682705013328,0.4858830491301569,0.5547800585966339,0.556033032155982,0.5699683828089666,0.5862873679173263,0.5803075587571683,0.5818898840737889,0.5825802134047025,0.5666331908616916,0.5504053592634388,0.5538656446470902
classifier_chain,birds,0.0873990058898925,0.0843987464904785,0.0833880901336669,0.0853886604309082,0.0903887748718261,0.0893876552581787,0.0783894062042236,0.0800096988677978,0.0842971801757812,0.0803000926971435,0.1142916679382324,0.120288610458374,0.0992989540100097,0.1022963523864746,0.1174418926239013,0.1112995147705078,0.1194381713867187,0.1043009757995605,0.1101429462432861,0.1151432991027832,0.4923076923076923,0.4307692307692308,0.4153846153846154,0.4,0.5692307692307692,0.625,0.515625,0.515625,0.484375,0.484375,0.5672413793103448,0.593103448275862,0.5793103448275863,0.5896551724137931,0.5775862068965517,0.5611015490533563,0.5714285714285714,0.5783132530120482,0.5731497418244407,0.5851979345955249,-0.0574898785425101,-0.0574898785425101,-0.0599190283400809,-0.0591093117408906,-0.0404858299595141,-0.0411184210526315,-0.046875,-0.0460526315789473,-0.0559210526315789,-0.0633223684210526,-0.0391107078039927,-0.0354809437386569,-0.0379310344827586,-0.0363883847549909,-0.0378402903811252,-0.0388622157804148,-0.0394963311894193,-0.0364163420599692,-0.0383186882869825,-0.036144578313253,0.2212643678160919,0.3912396169362113,0.2683964813995774,0.2866693248272196,0.3735918744228994,0.2231829573934837,0.19765713302865,0.2572080654123998,0.2575668941440349,0.2248710010319917,0.4880515389546245,0.4921429605982785,0.4830108423609429,0.5014962967260507,0.4858588494073177,0.4863592994900035,0.4758483631319459,0.5073080760540591,0.480885863519826,0.5055390698364431
classifier_chain,emotions,0.0080020427703857,0.0080018043518066,0.0110008716583251,0.0099949836730957,0.011000633239746,0.0079953670501708,0.0099983215332031,0.0089943408966064,0.0109987258911132,0.0079987049102783,0.0354647636413574,0.0294678211212158,0.0264701843261718,0.0264701843261718,0.028465986251831,0.0234663486480712,0.026479959487915,0.0194716453552246,0.0349125862121582,0.0244784355163574,0.2666666666666666,0.3833333333333333,0.3333333333333333,0.3220338983050847,0.3389830508474576,0.288135593220339,0.288135593220339,0.3220338983050847,0.3559322033898305,0.3559322033898305,0.4559099437148217,0.448405253283302,0.4465290806754221,0.4438202247191011,0.4419475655430712,0.4606741573033708,0.4569288389513108,0.4419475655430712,0.449438202247191,0.447565543071161,-0.225,-0.2277777777777777,-0.1972222222222222,-0.2146892655367231,-0.2062146892655367,-0.2175141242937853,-0.2231638418079096,-0.1977401129943503,-0.192090395480226,-0.2146892655367231,-0.157285803627267,-0.157285803627267,-0.1585365853658536,-0.1588639200998751,-0.1594881398252184,-0.1573033707865168,-0.1613607990012484,-0.1604244694132334,-0.1569912609238452,-0.1610486891385767,0.6047567844342038,0.5719945000353296,0.6200284313809405,0.622409543527556,0.6607209199469262,0.6039484260698278,0.677202582379341,0.6806273044963471,0.6906621873925558,0.6672881198497898,0.739948223735663,0.7406880784484432,0.7375331254871695,0.7375634050500293,0.7327668589406618,0.7331375712681317,0.7239464348591765,0.7277492106961488,0.7377751066733186,0.724832315718208
